community;PageRank;TotalSet;rulesIntersection;onlyOnPageRank;onlyOnTotalSet
104;toronto=alto;toronto=alto;toronto=alto;allow=alto,daphn koller=baixo;daphn koller=baixo,factor=alto
104;boutili=alto,certain=alto;factor=alto,surpris=baixo;daphn=baixo,random=baixo;daphn koller=baixo,koller=alto;koller=alto,stanford univers=medio
104;daphn=baixo,random=baixo;daphn=baixo,koller=alto;daphn koller=baixo,let=medio;boutili=alto,final=medio,function=alto,optim=alto;daphn=baixo,describ=alto
104;boutili=alto,element=baixo;koller=alto,stanford=medio;;daphn koller=alto,prior=medio;koller=alto,situat=alto
104;allow=alto,discuss abov=medio;daphn koller=baixo,factor=alto;;boutili=alto,dynam=alto;daphn=baixo,koller=alto
104;daphn koller=baixo,size=medio;affect=baixo,use learn=baixo;;boutili=alto,knowledg=baixo,optim=alto;allow=alto,daphn=baixo
104;dean=baixo,final=medio;koller=alto,stanford univers=medio;;daphn koller=baixo,network=medio;daphn=baixo,stanford=medio
104;allow=alto,daphn koller=baixo;daphn=baixo,signific=medio;;assign=medio,daphn=baixo;daphn koller=alto,maxim=alto
104;daphn koller=baixo,koller=alto;koller=alto,surpris=baixo;;dean=baixo,final=medio;koller=alto,surpris=baixo
104;boutili=alto,depart comput=alto;koller=alto,situat=alto;;avail=baixo,boutili=alto;koller=alto,stanford=baixo
104;craig=alto,techniqu=alto;allow=alto,daphn=baixo;;boutili=alto,element=baixo;affect=baixo,use learn=baixo
104;daphn koller=alto,prior=medio;daphn koller=alto,maxim=alto;;boutili=alto,depart comput=alto;daphn=baixo,signific=medio
104;daphn koller=baixo,network=medio;individu=medio,koller=alto;;daphn koller=baixo,size=medio;factor=alto,surpris=baixo
104;avail=baixo,boutili=alto;koller=alto,variabl set=baixo;;acknowledg=baixo,darpa=baixo;koller=alto,stanford=medio
104;boutili=alto,knowledg=baixo,optim=alto;daphn=baixo,stanford=medio;;allow=alto,discuss abov=medio;drawback=baixo,modif=baixo
104;acknowledg=baixo,darpa=baixo;drawback=baixo,modif=baixo;;boutili=alto,certain=alto;individu=medio,koller=alto
104;boutili=alto,final=medio,function=alto,optim=alto;daphn=baixo,random=baixo;;craig=alto,techniqu=alto;koller=alto,variabl set=baixo
104;boutili=alto,dynam=alto;daphn=baixo,describ=alto;;;
104;assign=medio,daphn=baixo;daphn koller=baixo,let=medio;;;
104;daphn koller=baixo,let=medio;koller=alto,stanford=baixo;;;
