caracteristicasPageRank;freqWordPageRank;caracteristicasTotalSet;freqWordTotalSet
flexibl=baixo;1;idea=baixo;1.0
joint confer=alto;1;proceed intern confer=baixo;1.0
optim=alto;1;random variabl=baixo;1.0
make=alto;1;expect=baixo;1.0
necessari=alto;1;univers alberta=baixo;1.0
horizon=alto;1;rate=baixo;1.0
improv=alto;1;size=baixo;1.0
increas=alto;1;ident=baixo;1.0
consist=alto;1;technolog=baixo;1.0
effort=baixo;1;left=baixo;1.0
implement=alto;1;respect=baixo;1.0
alberta=baixo;1;later=baixo;1.0
variabl=baixo;1;nserc=baixo;1.0
larger=baixo;1;univers alberta=alto;1.0
scienc univers=baixo;1;expect valu=baixo;1.0
univers alberta=baixo;1;peter=baixo;1.0
element=baixo;1;open=baixo;1.0
respect=baixo;1;minim=baixo;1.0
confer machin=baixo;1;scienc univers=baixo;3.0
introduc=baixo;1;undirect=baixo;3.0
matrix=baixo;1;undirect graph=baixo;7.0
factor=baixo;1;univers california=baixo;3.0
select=baixo;1;instanti=baixo;5.0
proof theorem=baixo;1;inform comput=baixo;1.0
notat=baixo;1;support nsf=baixo;3.0
rina=baixo;18;irvin=baixo;4.0
support nsf=baixo;1;darwich=baixo;1.0
undirect graph=baixo;1;graphic model=alto;5.0
inform comput=baixo;1;scope=alto;1.0
direct acycl graph=baixo;1;dechter=alto;7.0
repres=baixo;1;network repres=baixo;1.0
constraint=alto;1;signific=baixo;2.0
graphic model=alto;2;complet=baixo;1.0
evid=baixo;1;paramet=baixo;1.0
nsf grant=baixo;2;nsf grant=baixo;1.0
simpl=baixo;1;empir=baixo;1.0
assign=alto;1;final=baixo;1.0
order=alto;1;input=baixo;1.0
acycl graph=baixo;1;;
satisfact problem=baixo;1;;
dechter=alto;1;;
requir=baixo;2;;
random=alto;1;;
constraint satisfact=baixo;1;;
program=baixo;1;;
signific=baixo;1;;
various=baixo;1;;
